,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month_sold,year_sold,season,quadrant
17,6865200140,485000.0,4,1.0,1600,4300,1.5,0.0,0.0,4,7,1600,0.0,1916,0.0,98103,47.6648,-122.34299999999999,1610,4300,5,2014,spring,NE
18,16000397,189000.0,2,1.0,1200,9850,1.0,0.0,0.0,4,7,1200,0.0,1921,0.0,98002,47.3089,-122.21,1060,5095,12,2014,winter1,SW
19,7983200060,230000.0,3,1.0,1250,9774,1.0,0.0,0.0,4,7,1250,0.0,1969,0.0,98003,47.3343,-122.306,1280,8850,4,2015,spring,SW
20,6300500875,385000.0,4,1.75,1620,4980,1.0,0.0,0.0,4,7,860,760.0,1947,0.0,98133,47.7025,-122.34100000000001,1400,4980,5,2014,spring,NE
22,7137970340,285000.0,5,2.5,2270,6300,2.0,0.0,0.0,3,8,2270,0.0,1995,0.0,98092,47.3266,-122.169,2240,7005,7,2014,summer,SE
23,8091400200,252700.0,2,1.5,1070,9643,1.0,0.0,0.0,3,7,1070,0.0,1985,0.0,98030,47.3533,-122.166,1220,8386,5,2014,spring,SE
24,3814700200,329000.0,3,2.25,2450,6500,2.0,0.0,0.0,4,8,2450,0.0,1985,0.0,98030,47.3739,-122.17200000000001,2200,6865,11,2014,fall,SE
25,1202000200,233000.0,3,2.0,1710,4697,1.5,0.0,0.0,5,6,1710,0.0,1941,0.0,98002,47.3048,-122.21799999999999,1030,4705,11,2014,fall,SW
27,3303700376,667000.0,3,1.0,1400,1581,1.5,0.0,0.0,5,8,1400,0.0,1909,0.0,98112,47.6221,-122.314,1860,3861,12,2014,winter1,NE
28,5101402488,438000.0,3,1.75,1520,6380,1.0,0.0,0.0,3,7,790,730.0,1948,0.0,98115,47.695,-122.304,1520,6235,6,2014,spring,NE
29,1873100390,719000.0,4,2.5,2570,7173,2.0,0.0,0.0,3,8,2570,0.0,2005,0.0,98052,47.7073,-122.11,2630,6026,3,2015,winter2,NW
30,8562750320,580500.0,3,2.5,2320,3980,2.0,0.0,0.0,3,8,2320,0.0,2003,0.0,98027,47.5391,-122.07,2580,3980,11,2014,fall,NW
31,2426039314,280000.0,2,1.5,1190,1265,3.0,0.0,0.0,3,7,1190,0.0,2005,0.0,98133,47.7274,-122.35700000000001,1390,1756,12,2014,winter1,NE
32,461000390,687500.0,4,1.75,2330,5000,1.5,0.0,0.0,4,7,1510,820.0,1929,0.0,98117,47.6823,-122.368,1460,5000,6,2014,spring,NE
33,7589200193,535000.0,3,1.0,1090,3000,1.5,0.0,0.0,4,8,1090,0.0,1929,0.0,98117,47.6889,-122.375,1570,5080,11,2014,fall,NE
34,7955080270,322500.0,4,2.75,2060,6659,1.0,0.0,0.0,3,7,1280,780.0,1981,0.0,98058,47.4276,-122.15700000000001,2020,8720,12,2014,winter1,SE
35,9547205180,696000.0,3,2.5,2300,3060,1.5,0.0,0.0,3,8,1510,790.0,1930,2002.0,98115,47.6827,-122.31,1590,3264,6,2014,spring,NE
36,9435300030,550000.0,4,1.0,1660,34848,1.0,0.0,0.0,1,5,930,730.0,1933,0.0,98052,47.6621,-122.132,2160,11467,5,2014,spring,NW
37,2768000400,640000.0,4,2.0,2360,6000,2.0,0.0,0.0,4,8,2360,0.0,1904,0.0,98107,47.6702,-122.36200000000001,1730,4700,12,2014,winter1,NE
38,7895500070,240000.0,4,1.0,1220,8075,1.0,0.0,0.0,2,7,890,330.0,1969,0.0,98001,47.3341,-122.28200000000001,1290,7800,2,2015,winter2,SW
39,2078500320,605000.0,4,2.5,2620,7553,2.0,0.0,0.0,3,8,2620,0.0,1996,0.0,98056,47.5301,-122.18,2620,11884,6,2014,spring,NW
40,5547700270,625000.0,4,2.5,2570,5520,2.0,0.0,0.0,3,9,2570,0.0,2000,0.0,98074,47.6145,-122.027,2470,5669,7,2014,summer,NW
43,9270200160,685000.0,3,1.0,1570,2280,2.0,0.0,0.0,3,7,1570,0.0,1922,0.0,98119,47.6413,-122.36399999999999,1580,2640,10,2014,fall,NE
44,1432701230,309000.0,3,1.0,1280,9656,1.0,0.0,0.0,4,6,920,360.0,1959,0.0,98058,47.4485,-122.175,1340,8808,7,2014,summer,SE
45,8035350320,488000.0,3,2.5,3160,13603,2.0,0.0,0.0,3,8,3160,0.0,2003,0.0,98019,47.7443,-121.977,3050,9232,7,2014,summer,NW
46,8945200830,210490.0,3,1.0,990,8528,1.0,0.0,0.0,3,6,990,0.0,1966,0.0,98023,47.3066,-122.37100000000001,1228,8840,3,2015,winter2,SW
47,4178300310,785000.0,4,2.5,2290,13416,2.0,0.0,0.0,4,9,2290,0.0,1981,0.0,98007,47.6194,-122.15100000000001,2680,13685,7,2014,summer,NW
48,9215400105,450000.0,3,1.75,1250,5963,1.0,0.0,0.0,4,7,1250,0.0,1953,0.0,98115,47.6796,-122.301,970,5100,4,2015,spring,NE
50,5245600105,228000.0,3,1.0,1190,9199,1.0,0.0,0.0,3,7,1190,0.0,1955,0.0,98148,47.4258,-122.322,1190,9364,9,2014,summer,SW
51,7231300125,345000.0,5,2.5,3150,9134,1.0,0.0,0.0,4,8,1640,1510.0,1966,0.0,98056,47.4934,-122.189,1990,9133,2,2015,winter2,SE
52,7518505990,600000.0,3,1.75,1410,4080,1.0,0.0,0.0,4,7,1000,410.0,1950,0.0,98117,47.6808,-122.384,1410,4080,12,2014,winter1,NE
53,3626039271,585000.0,2,1.75,1980,8550,1.0,0.0,0.0,3,7,990,990.0,1981,0.0,98117,47.6989,-122.369,1480,6738,2,2015,winter2,NE
56,9478500640,292500.0,4,2.5,2250,4495,2.0,0.0,0.0,3,7,2250,0.0,2008,0.0,98042,47.3663,-122.11399999999999,2250,4500,8,2014,summer,SE
57,2799800710,301000.0,3,2.5,2420,4750,2.0,0.0,0.0,3,8,2420,0.0,2003,0.0,98042,47.3663,-122.12200000000001,2690,4750,4,2015,spring,SE
59,8079040320,430000.0,4,3.0,1850,9976,2.0,0.0,0.0,3,8,1850,0.0,1991,0.0,98059,47.5059,-122.149,2270,8542,2,2015,winter2,NW
60,1516000055,650000.0,3,2.25,2150,21235,1.0,0.0,3.0,4,8,1590,560.0,1959,0.0,98166,47.4336,-122.339,2570,18900,12,2014,winter1,SW
61,9558200045,289000.0,3,1.75,1260,8400,1.0,0.0,0.0,3,7,1260,0.0,1954,0.0,98148,47.4366,-122.335,1290,8750,8,2014,summer,SW
62,5072410070,505000.0,3,1.75,2519,8690,2.0,0.0,0.0,5,8,2519,0.0,1973,0.0,98166,47.4428,-122.344,2500,9500,10,2014,fall,SW
63,9528102996,549000.0,3,1.75,1540,1044,3.0,0.0,0.0,3,8,1540,0.0,2014,0.0,98115,47.6765,-122.32,1580,3090,12,2014,winter1,NE
64,1189001180,425000.0,3,2.25,1660,6000,1.0,0.0,0.0,3,7,1110,550.0,1979,0.0,98122,47.6113,-122.29700000000001,1440,4080,6,2014,spring,NE
65,3253500160,317625.0,3,2.75,2770,3809,1.5,0.0,0.0,5,7,1770,1000.0,1925,0.0,98144,47.5747,-122.304,1440,4000,11,2014,fall,NE
67,3717000160,287000.0,4,2.5,2240,4648,2.0,0.0,0.0,3,7,2240,0.0,2005,0.0,98001,47.3378,-122.257,2221,4557,10,2014,fall,SW
68,1274500060,204000.0,3,1.0,1000,12070,1.0,0.0,0.0,4,7,1000,0.0,1968,0.0,98042,47.3621,-122.11,1010,12635,8,2014,summer,SE
71,1049000060,325000.0,3,2.0,1260,5612,1.0,0.0,0.0,4,7,1260,0.0,1972,0.0,98034,47.7362,-122.179,1640,4745,1,2015,winter2,NW
72,8820901275,571000.0,4,2.0,2750,7807,1.5,0.0,0.0,5,7,2250,500.0,1916,0.0,98125,47.7168,-122.287,1510,7807,6,2014,spring,NE
73,5416510140,360000.0,4,2.5,2380,5000,2.0,0.0,0.0,3,8,2380,0.0,2005,0.0,98038,47.3608,-122.036,2420,5000,7,2014,summer,SE
74,3444100400,349000.0,3,1.75,1790,50529,1.0,0.0,0.0,5,7,1090,700.0,1965,0.0,98042,47.3511,-122.073,1940,50529,3,2015,winter2,SE
76,4036801170,380000.0,4,1.75,1760,7300,1.0,0.0,0.0,3,7,880,880.0,1956,0.0,98008,47.6034,-122.125,1680,7500,10,2014,fall,NW
77,2391600320,480000.0,3,1.0,1040,5060,1.0,0.0,0.0,3,7,1040,0.0,1941,0.0,98116,47.5636,-122.39399999999999,890,5060,4,2015,spring,NE
78,6300000287,410000.0,3,1.0,1410,5060,1.0,0.0,0.0,4,7,910,500.0,1956,0.0,98133,47.7073,-122.34,1130,5693,6,2014,spring,NE
79,1531000030,720000.0,4,2.5,3450,39683,2.0,0.0,0.0,3,10,3450,0.0,2002,0.0,98010,47.342,-122.025,3350,39750,3,2015,winter2,SE
80,5104520400,390000.0,3,2.5,2350,5100,2.0,0.0,0.0,3,8,2350,0.0,2003,0.0,98038,47.3512,-122.008,2350,5363,12,2014,winter1,SE
81,7437100340,360000.0,4,2.5,1900,5889,2.0,0.0,0.0,3,7,1900,0.0,1992,0.0,98038,47.349,-122.031,1870,6405,12,2014,winter1,SE
82,9418400240,355000.0,2,1.0,2020,6720,1.0,0.0,0.0,3,7,1010,1010.0,1948,0.0,98118,47.5474,-122.291,1720,6720,10,2014,fall,NE
83,1523059105,356000.0,3,1.5,1680,8712,1.0,0.0,0.0,3,8,1680,0.0,1964,0.0,98059,47.4811,-122.149,1850,8797,1,2015,winter2,SE
84,1133000671,315000.0,3,1.0,960,6634,1.0,0.0,0.0,3,6,960,0.0,1952,0.0,98125,47.7264,-122.31,1570,7203,6,2014,spring,NE
86,2599001200,305000.0,5,2.25,2660,8400,1.5,0.0,0.0,5,7,2660,0.0,1961,0.0,98092,47.2909,-122.189,1590,8165,11,2014,fall,SE
87,3342103156,461000.0,3,3.25,2770,6278,2.0,0.0,0.0,3,9,1980,790.0,2006,0.0,98056,47.5228,-122.199,1900,7349,6,2014,spring,NW
88,1332700270,215000.0,2,2.25,1610,2040,2.0,0.0,0.0,4,7,1610,0.0,1979,0.0,98056,47.518,-122.194,1950,2025,5,2014,spring,NW
89,3869900162,335000.0,2,1.75,1030,1066,2.0,0.0,0.0,3,7,765,265.0,2006,0.0,98136,47.5394,-122.387,1030,1106,9,2014,summer,NE
90,2791500270,243500.0,4,2.5,1980,7403,2.0,0.0,0.0,3,7,1980,0.0,1988,0.0,98023,47.2897,-122.37200000000001,1980,7510,5,2014,spring,SW
92,4168000060,153000.0,3,1.0,1200,10500,1.0,0.0,0.0,3,7,1200,0.0,1962,0.0,98023,47.321999999999996,-122.351,1350,10500,2,2015,winter2,SW
93,6021501535,700000.0,3,1.5,1580,5000,1.0,0.0,0.0,3,8,1290,290.0,1939,0.0,98117,47.687,-122.38600000000001,1570,4500,12,2014,winter1,NE
95,3422049190,247500.0,3,1.75,1960,15681,1.0,0.0,0.0,3,7,1960,0.0,1967,0.0,98032,47.3576,-122.277,1750,15616,3,2015,winter2,SW
96,1099611230,199000.0,4,1.5,1160,6400,1.0,0.0,0.0,4,7,1160,0.0,1975,0.0,98023,47.3036,-122.37799999999999,1160,6400,9,2014,summer,SW
97,722079104,314000.0,3,1.75,1810,41800,1.0,0.0,0.0,5,7,1210,600.0,1980,0.0,98038,47.4109,-121.958,1650,135036,7,2014,summer,SE
98,7338200240,437500.0,3,2.5,2320,36847,2.0,0.0,2.0,3,9,2320,0.0,1992,0.0,98045,47.4838,-121.714,2550,35065,5,2014,spring,SE
100,5200100125,555000.0,3,2.0,1980,3478,1.5,0.0,0.0,4,7,1440,540.0,1929,0.0,98117,47.6775,-122.37200000000001,1610,3478,10,2014,fall,NE
101,7214720075,699950.0,3,2.25,2190,107593,2.0,0.0,0.0,4,8,2190,0.0,1983,0.0,98077,47.7731,-122.08,2570,47777,12,2014,winter1,NW
103,6197800045,290000.0,3,1.0,1210,33919,1.0,0.0,0.0,3,7,1210,0.0,1954,0.0,98058,47.4375,-122.184,1640,14910,9,2014,summer,SE
104,1328310370,375000.0,3,2.5,2340,10005,1.0,0.0,0.0,4,8,1460,880.0,1978,0.0,98058,47.4431,-122.133,2250,8162,4,2015,spring,SE
105,546000875,460000.0,3,1.0,1670,4005,1.5,0.0,0.0,4,7,1170,500.0,1939,0.0,98117,47.6878,-122.38,1240,4005,5,2014,spring,NE
106,3530510041,188500.0,2,1.75,1240,2493,1.0,0.0,0.0,4,8,1240,0.0,1985,0.0,98198,47.3813,-122.322,1270,4966,7,2014,summer,SW
107,1853000400,680000.0,4,2.5,3140,28037,2.0,0.0,0.0,4,10,3140,0.0,1991,0.0,98077,47.7304,-122.08200000000001,2990,35001,3,2015,winter2,NW
108,3134100116,470000.0,5,1.75,2030,12342,2.0,0.0,0.0,4,7,2030,0.0,1942,0.0,98052,47.6417,-122.109,2500,9433,8,2014,summer,NW
109,9545230140,597750.0,4,2.5,2310,9624,2.0,0.0,0.0,3,8,2310,0.0,1984,0.0,98027,47.5386,-122.053,1940,9636,7,2014,summer,NW
110,3362400511,570000.0,3,1.75,1260,3328,1.0,0.0,0.0,5,6,700,560.0,1905,0.0,98103,47.6823,-122.34899999999999,1380,3536,3,2015,winter2,NE
111,2525310310,272500.0,3,1.75,1540,12600,1.0,0.0,0.0,4,7,1160,0.0,1980,0.0,98038,47.3624,-122.031,1540,11656,9,2014,summer,SE
112,6126500060,329950.0,3,1.75,2080,5969,1.0,0.0,2.0,3,7,1080,1000.0,1971,0.0,98108,47.5474,-122.295,2090,5500,11,2014,fall,NE
113,8961960160,480000.0,4,2.5,3230,16171,2.0,0.0,0.0,3,9,2520,710.0,2001,0.0,98001,47.3183,-122.25299999999999,2640,8517,10,2014,fall,SW
115,3362400431,518500.0,3,3.5,1590,1102,3.0,0.0,0.0,3,8,1590,0.0,2010,0.0,98103,47.6824,-122.34700000000001,1620,3166,6,2014,spring,NE
116,4060000240,205425.0,2,1.0,880,6780,1.0,0.0,0.0,4,6,880,0.0,1945,0.0,98178,47.5009,-122.24799999999999,1190,6780,6,2014,spring,NE
117,3454800060,171800.0,4,2.0,1570,9600,1.0,0.0,0.0,3,6,1570,0.0,1950,0.0,98168,47.4965,-122.303,1880,9000,1,2015,winter2,SW
118,1695900060,535000.0,4,1.0,1610,2982,1.5,0.0,0.0,4,7,1610,0.0,1925,0.0,98144,47.586999999999996,-122.294,1610,4040,5,2015,spring,NE
119,7278700070,660000.0,3,2.5,2400,6474,1.0,0.0,2.0,3,8,1560,840.0,1964,0.0,98177,47.7728,-122.38600000000001,2340,10856,1,2015,winter2,NE
120,6675500070,391500.0,3,2.0,1450,9132,1.0,0.0,0.0,3,7,1450,0.0,1987,0.0,98034,47.7288,-122.226,1580,9104,11,2014,fall,NE
121,3626039187,395000.0,2,1.0,770,6000,1.0,0.0,0.0,3,6,770,0.0,1953,0.0,98117,47.6999,-122.36399999999999,1710,6000,4,2015,spring,NE
122,3524049083,445000.0,4,1.75,2100,4400,1.5,0.0,0.0,5,7,1720,380.0,1924,0.0,98118,47.5299,-122.266,1850,4400,11,2014,fall,NE
123,3275860240,770000.0,3,2.25,2910,10204,2.0,0.0,0.0,3,9,2910,0.0,1990,0.0,98052,47.6897,-122.098,2700,13992,6,2014,spring,NW
125,4058801670,445000.0,3,2.25,2100,8201,1.0,0.0,2.0,3,8,1620,480.0,1967,0.0,98178,47.5091,-122.244,2660,8712,7,2014,summer,NE
126,8732020310,260000.0,4,2.25,2160,8811,1.0,0.0,0.0,3,8,1360,800.0,1978,0.0,98023,47.3129,-122.39,2090,8400,7,2014,summer,SW
128,7853210060,430000.0,4,2.5,2070,4310,2.0,0.0,0.0,3,7,2070,0.0,2004,0.0,98065,47.5319,-121.85,1970,3748,4,2015,spring,NW
129,3668000070,212000.0,3,1.75,1060,7875,1.0,0.0,0.0,4,7,1060,0.0,1986,0.0,98092,47.2761,-122.152,1420,7680,1,2015,winter2,SE
130,9545240070,660500.0,4,2.25,2010,9603,1.0,0.0,0.0,3,8,1440,570.0,1986,0.0,98027,47.5343,-122.054,2060,9793,4,2015,spring,NW
131,1243100136,784000.0,3,3.5,3950,111078,1.5,0.0,0.0,3,9,2460,1490.0,1989,0.0,98052,47.696999999999996,-122.072,2480,88500,6,2014,spring,NW
132,8929000270,453246.0,3,2.5,2010,2287,2.0,0.0,0.0,3,8,1390,620.0,2014,0.0,98029,47.5517,-121.99799999999999,1690,1662,5,2014,spring,NW
133,2767602356,675000.0,4,3.5,2140,2278,3.0,0.0,0.0,3,9,2140,0.0,2005,0.0,98107,47.6734,-122.38,1540,2285,1,2015,winter2,NE
134,921049315,199000.0,3,1.75,1320,17390,1.0,0.0,0.0,4,7,1320,0.0,1956,0.0,98003,47.3257,-122.296,1550,19265,8,2014,summer,SW
135,3655000070,220000.0,4,1.75,2020,7840,1.0,0.0,0.0,3,7,1010,1010.0,1968,0.0,98003,47.3309,-122.29899999999999,1750,8140,8,2014,summer,SW
136,4027700812,452000.0,4,2.25,2590,10002,1.0,0.0,0.0,4,8,1340,1250.0,1968,0.0,98028,47.7689,-122.266,1550,10436,5,2014,spring,NE
137,3992700335,382500.0,2,1.0,1190,4440,1.0,0.0,0.0,3,6,1190,0.0,1981,0.0,98125,47.7135,-122.287,1060,5715,7,2014,summer,NE
138,2767603505,519950.0,3,2.25,1170,1249,3.0,0.0,0.0,3,8,1170,0.0,2014,0.0,98107,47.6722,-122.381,1350,1310,5,2014,spring,NE
139,4232901525,665000.0,2,1.0,1110,3200,1.0,0.0,0.0,3,7,1110,0.0,1925,0.0,98119,47.6338,-122.35799999999999,1170,3600,6,2014,spring,NE
140,1777500060,527700.0,5,2.5,2820,9375,1.0,0.0,0.0,4,8,1550,1270.0,1968,0.0,98006,47.5707,-122.12799999999999,2820,9375,7,2014,summer,NW
141,1432900240,205000.0,3,1.0,1610,8579,1.0,0.0,0.0,4,7,1010,600.0,1962,0.0,98058,47.4563,-122.171,1610,8579,5,2015,spring,SE
142,6140100875,420000.0,3,1.0,1060,8097,1.0,0.0,0.0,4,7,940,120.0,1923,0.0,98133,47.7144,-122.351,1560,7940,4,2015,spring,NE
143,6071600370,500000.0,4,2.25,2030,8517,1.0,0.0,0.0,4,8,1380,650.0,1961,0.0,98006,47.5495,-122.17399999999999,2230,8824,2,2015,winter2,NW
146,3224079105,430000.0,2,2.5,2420,60984,2.0,0.0,0.0,3,7,2420,0.0,2007,0.0,98027,47.5262,-121.943,1940,193842,8,2014,summer,NW
147,8075400570,258000.0,5,2.0,2260,12500,1.0,0.0,0.0,4,8,1130,1130.0,1960,0.0,98032,47.3887,-122.286,1360,18000,10,2014,fall,SW
148,1994200024,511000.0,3,1.0,1430,3455,1.0,0.0,0.0,3,7,980,450.0,1947,0.0,98103,47.6873,-122.336,1450,4599,11,2014,fall,NE
149,3362900810,532170.0,3,2.0,1360,3090,2.0,0.0,0.0,3,8,1360,0.0,1990,0.0,98103,47.6838,-122.353,1500,3090,8,2014,summer,NE
150,1324300398,560000.0,3,1.0,1110,5000,1.5,0.0,0.0,3,7,1110,0.0,1947,0.0,98107,47.655,-122.359,1420,5000,4,2015,spring,NE
151,537000445,282950.0,3,1.0,1250,8200,1.0,0.0,0.0,4,7,1250,0.0,1954,0.0,98003,47.3255,-122.304,1680,8633,3,2015,winter2,SW
153,7920100045,350000.0,1,1.0,700,5100,1.0,0.0,0.0,3,7,700,0.0,1942,0.0,98115,47.678999999999995,-122.3,1010,5100,5,2014,spring,NE
154,8960000030,215000.0,3,1.0,1180,7669,1.0,0.0,0.0,4,7,1180,0.0,1967,0.0,98058,47.4479,-122.176,1190,7669,7,2014,summer,SE
155,6388930390,650000.0,5,3.5,3960,25245,2.0,0.0,0.0,3,9,2500,1460.0,1996,0.0,98056,47.525,-122.17200000000001,2640,13675,11,2014,fall,NW
156,8731900200,320000.0,4,2.75,2640,7500,1.0,0.0,0.0,3,8,1620,1020.0,1967,0.0,98023,47.3135,-122.369,1980,7875,8,2014,summer,SW
157,8029200135,247000.0,3,2.0,1270,7198,1.5,0.0,0.0,3,7,1270,0.0,1916,2013.0,98022,47.2086,-121.99600000000001,1160,7198,11,2014,fall,SE
158,1081200350,320000.0,4,1.75,1760,11180,1.0,0.0,0.0,4,8,1760,0.0,1968,0.0,98059,47.4715,-122.118,1730,11180,10,2014,fall,SE
159,84000105,255000.0,5,2.25,2060,8632,1.0,0.0,0.0,3,7,1030,1030.0,1962,0.0,98146,47.4877,-122.335,1010,11680,5,2014,spring,SW
160,3756500060,438000.0,3,1.75,1780,9660,1.0,0.0,0.0,3,7,1780,0.0,1962,0.0,98034,47.7171,-122.193,1200,9660,3,2015,winter2,NW
162,3574800520,441000.0,3,2.75,1910,7280,1.0,0.0,0.0,3,7,1160,750.0,1979,0.0,98034,47.7319,-122.22399999999999,1710,8152,6,2014,spring,NE
163,2617300160,420000.0,3,2.0,2020,38332,1.0,0.0,0.0,4,7,1010,1010.0,1975,0.0,98027,47.4582,-122.023,2110,36590,8,2014,summer,SE
164,2558660270,370000.0,3,1.75,1580,7000,1.0,0.0,0.0,3,7,1180,400.0,1976,0.0,98034,47.7209,-122.16799999999999,1640,7500,12,2014,winter1,NW
165,2009000370,269950.0,2,1.75,1340,7250,1.0,0.0,0.0,5,5,700,640.0,1949,0.0,98198,47.408,-122.32700000000001,1830,9750,2,2015,winter2,SW
167,3261020370,653000.0,3,2.5,2680,9750,1.0,0.0,0.0,4,8,1610,1070.0,1979,0.0,98034,47.7028,-122.23100000000001,2480,8750,6,2014,spring,NE
168,1755700060,371500.0,3,2.0,1370,8336,1.0,0.0,0.0,5,7,1370,0.0,1964,0.0,98133,47.7458,-122.331,1770,7288,6,2014,spring,NE
169,4330600435,284000.0,3,1.75,1560,21000,1.0,0.0,0.0,3,7,1560,0.0,1954,0.0,98166,47.4776,-122.337,1070,7920,3,2015,winter2,SW
170,9542800700,272000.0,3,1.75,2160,7140,1.0,0.0,0.0,4,7,1670,490.0,1978,0.0,98023,47.3026,-122.374,1930,7350,1,2015,winter2,SW
171,1999700045,313000.0,3,1.5,1340,7912,1.5,0.0,0.0,3,7,1340,0.0,1955,0.0,98133,47.7658,-122.339,1480,7940,5,2014,spring,NE
173,1687900520,673000.0,4,2.25,2590,8190,2.0,0.0,0.0,4,8,2590,0.0,1980,0.0,98006,47.5619,-122.125,2260,8335,9,2014,summer,NW
174,7234600798,425000.0,3,2.5,1120,1100,2.0,0.0,0.0,3,8,820,300.0,2008,0.0,98122,47.6106,-122.31,1590,1795,2,2015,winter2,NE
175,3881900445,399950.0,5,2.75,1970,5400,1.0,0.0,0.0,3,7,1320,650.0,1986,0.0,98144,47.5868,-122.30799999999999,1280,2150,7,2014,summer,NE
176,2254502445,385000.0,3,1.0,1220,4800,1.0,0.0,0.0,3,6,1220,0.0,1901,0.0,98122,47.6101,-122.307,1200,4800,5,2014,spring,NE
177,5437810320,269950.0,3,1.5,1950,7560,1.0,0.0,2.0,4,7,1320,630.0,1975,0.0,98022,47.1976,-121.999,1950,8941,11,2014,fall,SE
178,9158100075,330000.0,2,1.0,1350,8220,1.0,0.0,0.0,3,7,1060,290.0,1949,0.0,98177,47.7224,-122.35799999999999,1540,8280,1,2015,winter2,NE
179,3830630310,260000.0,3,2.5,1670,5797,2.0,0.0,0.0,3,7,1670,0.0,1988,0.0,98030,47.3505,-122.179,1670,6183,7,2014,summer,SE
180,8123100045,470000.0,4,3.0,2380,5125,1.5,0.0,0.0,4,7,1680,700.0,1925,0.0,98126,47.5384,-122.376,1410,5375,4,2015,spring,NE
181,3127200041,589000.0,4,3.0,2440,9600,2.0,0.0,0.0,5,7,2440,0.0,1961,0.0,98034,47.7044,-122.2,2290,9600,6,2014,spring,NW
182,6661200320,163500.0,2,1.5,1050,3419,2.0,0.0,0.0,3,7,1050,0.0,1996,0.0,98038,47.3848,-122.039,1050,3417,7,2014,summer,SE
185,8731951370,269000.0,4,1.75,1490,10000,1.0,0.0,0.0,4,8,1100,390.0,1969,0.0,98023,47.3099,-122.37899999999999,2190,8910,4,2015,spring,SW
186,1954440060,560000.0,3,2.5,1900,8744,2.0,0.0,0.0,3,8,1900,0.0,1987,0.0,98074,47.62,-122.04299999999999,2030,8744,5,2014,spring,NW
187,2264500350,615000.0,4,1.0,1330,2400,1.5,0.0,0.0,4,6,1330,0.0,1901,0.0,98103,47.65,-122.34,1330,4400,4,2015,spring,NE
188,1115810060,585188.0,3,2.25,2230,10026,1.0,0.0,0.0,3,8,1430,800.0,1975,0.0,98052,47.6647,-122.15299999999999,2230,9340,12,2014,winter1,NW
189,9477200200,305000.0,3,1.75,1650,9480,1.0,0.0,0.0,3,7,1220,430.0,1977,0.0,98034,47.726000000000006,-122.191,1540,8400,8,2014,summer,NW
